"","g05_01","g05_02","g05_03","g05_04","g05_05","g05_06","g05_07","g05_08","g05_09","g05_10","g05_11","g05_12","g05_13","g05_14","g05_15","g05_16","g05_17","g05_18","g05_19","g05_20","g05_21","g05_22","g05_23","g05_24","g05_25","g05_26","g05_27","g05_28","g05_29","g05_30","g05_31","g05_32","g05_33","g05_34","g05_35","g05_36","g05_37","g05_38","g05_39","g05_40","g05_41","g05_42","g05_43","g05_44","g05_45","g05_46","g05_47","g05_48","g05_49","g05_50","g05_51","g05_52","g05_53","g05_54","g05_55","g05_56","g05_57","g05_58","g05_59","g05_60","g05_61","g05_62","g05_63","g05_64","g05_65","g05_66","g05_67","g05_68","g05_69","g05_70","g05_71","g05_72","g05_73","g05_74","g05_75","g05_76","g05_77","g05_78","g05_79","g05_80","g05_81","g05_82","g05_83","g05_84","g05_85"
"s912971","lynx","coyot","dog","cat","cow","hors","mous","rat","rhino","eleph","","","","","","","","","","","giraff","hippo","zebra","eleph","lion","tiger","","","","","","","","","","","","","","","opossum","badger","wolverin","squirrel","rabbit","","","","","","","","","","","","","","","","ferret","guineapig","","","","","","","","","","","","","","","","","","","","","","",""
"s926112","cat","dog","eleph","cow","hors","pig","sheep","lion","tiger","zebra","","","","","","","","","","","goat","","","","","","","","","","","","","","","","","","","","camel","rhino","","","","","","","","","","","","","","","","","","","allig","deer","","","","","","","","","","","","","","","","","","","","","","",""
"s916236","duck","hors","goos","cow","sheep","cat","dog","bear","buffalo","","","","","","","","","","","","antelop","deer","moos","","","","","","","","","","","","","","","","","","gopher","squirrel","","","","","","","","","","","","","","","","","","","rabbit","","","","","","","","","","","","","","","","","","","","","","","",""
"s927512","dog","cat","rabbit","rat","deer","bear","moos","eleph","elk","antelop","hog","pheasant","","","","","","","","","blackbird","rabbit","cat","pig","chicken","","","","","","","","","","","","","","","","hors","","","","","","","","","","","","","","","","","","","","duck","goos","mous","gopher","","","","","","","","","","","","","","","","","","","","",""
"s928614","dog","cat","deer","antelop","bear","giraff","tiger","fish","monkei","bird","allig","","","","","","","","","","crocodil","hors","cow","bird","ant","insect","squirrel","rabbit","","","","","","","","","","","","","chimp","gorilla","waterbuffalo","leopard","coyot","","","","","","","","","","","","","","","","snak","mous","rat","cat","fly","mosquito","","","","","","","","","","","","","","","bat","","","",""
"s926823","dog","cat","tiger","rhino","camel","","","","","","","","","","","","","","","","orangutan","ap","","","","","","","","","","","","","","","","","","","snak","","","","","","","","","","","","","","","","","","","","anim","","","","","","","","","","","","","","","","","","","","","","","",""
"s926355","deer","bear","lion","tiger","eleph","bison","elk","allig","crocodil","python","","","","","","","","","","","cobra","dog","cat","raccoon","opossum","weasel","rat","","","","","","","","","","","","","","mous","bird","robin","goos","duck","pheasant","quail","","","","","","","","","","","","","","partridg","polarbear","blackbear","","","","","","","","","","","","","","","","","","seal","lion","","",""
"s902285","fox","deer","rabbit","frog","cat","dog","mous","hors","bat","","","","","","","","","","","","goat","sheep","","","","","","","","","","","","","","","","","","","opossum","ferret","","","","","","","","","","","","","","","","","","","bird","deer","","","","","","","","","","","","","","","","","","","cow","","","",""
"s916542","cat","dog","snak","deer","iguana","","","","","","","","","","","","","","","","cow","hors","pig","","","","","","","","","","","","","","","","","","sheep","","","","","","","","","","","","","","","","","","","","anteat","","","","","","","","","","","","","","","","","","","","","","","",""
"s926080","dog","cat","lion","tiger","eleph","rhino","monkei","bird","eleph","giraff","","","","","","","","","","","rabbit","raccoon","skunk","opossum","bear","","","","","","","","","","","","","","","","deer","cow","antelop","buffalo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"s902395","dog","cat","parrot","bird","gorilla","lion","tiger","eleph","goat","chicken","cow","","","","","","","","","","hors","bear","fish","squirrel","deer","","","","","","","","","","","","","","","","zebra","","","","","","","","","","","","","","","","","","","","hippo","moos","","","","","","","","","","","","","","","","","","","","","","",""
"s904952","cat","dog","rabbit","snak","donkei","lion","tiger","eleph","","","","","","","","","","","","","camel","zebra","poni","hors","","","","","","","","","","","","","","","","","donkei","ox","cow","sheep","pig","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"s933508","rat","bird","dog","cat","opossum","hors","cow","squirrel","chipmunk","rabbit","","","","","","","","","","","raccoon","deer","giraff","hippo","lamb","","","","","","","","","","","","","","","","goat","rhino","snak","chicken","","","","","","","","","","","","","","","","","pig","","","","","","","","","","","","","","","","","","","","","","","",""
"s927417","dog","cat","frog","cow","hors","eleph","tiger","leopard","rat","","","","","","","","","","","","rabbit","hors","poni","mule","","","","","","","","","","","","","","","","","rhino","hippo","giraff","monkei","gorilla","chimp","bear","","","","","","","","","","","","","","jaguar","squirrel","","","","","","","","","","","","","","","","","","","","","","",""
"s921720","dog","cat","zebra","tiger","eleph","giraff","rhino","octopus","fish","bird","","","","","","","","","","","panther","lizard","snak","","","","","","","","","","","","","","","","","","fish","whale","dolphin","seagul","porpois","","","","","","","","","","","","","","","","turtl","bear","","","","","","","","","","","","","","","","","","","","","","",""
"s925664","dog","cat","cow","hors","kangaroo","eleph","","","","","","","","","","","","","","","hors","pig","rabbit","deer","bear","antelop","","","","","","","","","","","","","","","tiger","lion","opossum","squirrel","","","","","","","","","","","","","","","","","rat","mous","antelop","giraff","eleph","hippo","","","","","","","","","","","","","","","monkei","","","",""
"s908191","cat","dog","hors","cow","pig","chicken","donkei","mule","","","","","","","","","","","","","frog","bird","duck","rabbit","mous","rat","raccoon","deer","","","","","","","","","","","","","wolverin","badger","squirrel","","","","","","","","","","","","","","","","","","fox","wolf","coyot","moos","rhino","","","","","","","","","","","","","","","","lion","","","",""
"s905764","cow","hors","sheep","pig","llama","eleph","lion","tiger","leopard","","","","","","","","","","","","cheetah","platypus","","","","","","","","","","","","","","","","","","","kangaroo","panda","blackpear","polarbear","","","","","","","","","","","","","","","","","fisher","mink","muskrat","beaver","deer","elk","antelop","moos","mountaingoat","","","","","","","","","","","","","","","",""
"s918239","bear","dog","cat","deer","hors","pig","cow","","","","","","","","","","","","","","buffalo","","","","","","","","","","","","","","","","","","","","bobcat","hyena","coyot","","","","","","","","","","","","","","","","","","lamb","goat","","","","","","","","","","","","","","","","","","","","","","",""
"s906661","cat","dog","bear","sheep","cow","hors","chicken","giraff","","","","","","","","","","","","","hippo","","","","","","","","","","","","","","","","","","","","monkei","lion","tiger","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"s912711","aardvark","bear","cat","dog","eleph","fox","giraff","hyena","hors","llama","pig","cow","","","","","","","","","eleph","zebra","yak","coyot","","","","","","","","","","","","","","","","","rooster","hen","fish","","","","","","","","","","","","","","","","","","zebra","lion","tiger","","","","","","","","","","","","","","","","","","","","","",""
"s919821","deer","bear","wolf","dog","cat","mous","moos","lion","tiger","antelop","","","","","","","","","","","eleph","leopard","cow","hors","","","","","","","","","","","","","","","","","pig","chicken","mule","llama","alpaca","","","","","","","","","","","","","","","","goat","","","","","","","","","","","","","","","","","","","","","","","",""
"s914246","dog","cat","hors","cow","pig","lion","lamb","llama","turkei","chicken","hen","goos","duck","","","","","","","","monkei","gorilla","giraff","eleph","tiger","","","","","","","","","","","","","","","","mous","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","zebra","","","",""
"s921702","hors","cow","pig","deer","eleph","monkei","giraff","hippo","","","","","","","","","","","","","calf","dog","cat","","","","","","","","","","","","","","","","","","antelop","buffalo","moos","","","","","","","","","","","","","","","","","","elk","bear","fox","","","","","","","","","","","","","","","","","","","","","",""
"s919218","cow","hors","sheep","goat","kid","deer","bear","antelop","elk","","","","","","","","","","","","moos","caribou","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"s923974","hors","cow","sheep","deer","antelop","elk","buffalo","eleph","kangaroo","","","","","","","","","","","","rhino","hippo","allig","lion","panther","tiger","wolf","dog","","","","","","","","","","","","","coyot","cat","","","","","","","","","","","","","","","","","","","sheep","ram","moos","","","","","","","","","","","","","","","","","","","","","",""
"s912128","skunk","cat","dog","rat","deer","fox","pheasant","eleph","camel","rabbit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","opossum","antelop","elk","moos","reindeer","","","","","","","","","","","","","","","","wolf","goat","sheep","cow","","","","","","","","","","","","","","","","","hors","","","",""
"s919571","emu","hors","dog","cow","sheep","chicken","lion","tiger","zebra","eleph","hippo","","","","","","","","","","goat","deer","buffalo","antelop","moos","bear","tiger","","","","","","","","","","","","","","donkei","mule","mous","","","","","","","","","","","","","","","","","","rat","zebra","","","","","","","","","","","","","","","","","","","","","","",""
"s905908","lion","leopard","cat","dog","pig","chicken","cow","hors","hyena","fish","","","","","","","","","","","lamb","goat","sheep","giraff","eleph","","","","","","","","","","","","","","","","camel","tiger","lion","","","","","","","","","","","","","","","","","","frog","","","","","","","","","","","","","","","","","","","","","","","",""
"s930067","dog","cat","hors","pig","bear","lion","deer","badger","","","","","","","","","","","","","rhino","hippo","eleph","tiger","panther","bobcat","cougar","","","","","","","","","","","","","","groundhog","squirrel","chipmunk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"s927747","ap","cat","baboon","dog","eleph","frog","hors","mule","llama","lion","lamb","","","","","","","","","","rhino","yak","zebra","donkei","eel","","","","","","","","","","","","","","","","kangaroo","ocelot","","","","","","","","","","","","","","","","","","","porcupin","rooster","walrus","","","","","","","","","","","","","","","","","","","","","",""
"s906005","zebra","monkei","eleph","giraff","lion","tiger","hors","cow","dog","cat","","","","","","","","","","","rabbit","deer","elk","moos","","","","","","","","","","","","","","","","","dog","cat","rabbit","","","","","","","","","","","","","","","","","","raccoon","beaver","otter","llama","","","","","","","","","","","","","","","","","","","","",""
